name,mimetype,group1,group2
amr-wb+,amr-wb+,other,
application/1d-interleaved-parityfec,application/1d-interleaved-parityfec,other,
application/3gpdash-qoe-report+xml,application/3gpdash-qoe-report+xml,structureddata,
application/3gpp-ims+xml,application/3gpp-ims+xml,structureddata,
application/activemessage,application/activemessage,other,
application/alto-costmap+json,application/alto-costmap+json,structureddata,
application/alto-costmapfilter+json,application/alto-costmapfilter+json,structureddata,
application/alto-directory+json,application/alto-directory+json,structureddata,
application/alto-endpointcost+json,application/alto-endpointcost+json,structureddata,
application/alto-endpointcostparams+json,application/alto-endpointcostparams+json,structureddata,
application/alto-endpointprop+json,application/alto-endpointprop+json,structureddata,
application/alto-endpointpropparams+json,application/alto-endpointpropparams+json,structureddata,
application/alto-error+json,application/alto-error+json,structureddata,
application/alto-networkmap+json,application/alto-networkmap+json,structureddata,
application/alto-networkmapfilter+json,application/alto-networkmapfilter+json,structureddata,
application/andrew-inset,application/andrew-inset,other,
application/applefile,application/applefile,other,
application/applixware,application/applixware,other,
application/ATF,application/ATF,other,
application/atom+xml,application/atom+xml,structureddata,
application/atomcat+xml,application/atomcat+xml,structureddata,
application/atomdeleted+xml,application/atomdeleted+xml,structureddata,
application/atomicmail,application/atomicmail,other,
application/atomsvc+xml,application/atomsvc+xml,structureddata,
application/auth-policy+xml,application/auth-policy+xml,structureddata,
application/bacnet-xdd+zip,application/bacnet-xdd+zip,bundle,
application/batch-smtp,application/batch-smtp,other,
application/beep+xml,application/beep+xml,structureddata,
application/bizagi-modeler,application/bizagi-modeler,other,
application/calendar+json,application/calendar+json,structureddata,
application/calendar+xml,application/calendar+xml,structureddata,
application/call-completion,application/call-completion,other,
application/cals-1840,application/cals-1840,other,
application/cbor,application/cbor,other,
application/ccmp+xml,application/ccmp+xml,structureddata,
application/ccxml+xml,application/ccxml+xml,structureddata,
application/cdmi-capability,application/cdmi-capability,other,
application/cdmi-container,application/cdmi-container,other,
application/cdmi-domain,application/cdmi-domain,other,
application/cdmi-object,application/cdmi-object,other,
application/cdmi-queue,application/cdmi-queue,structureddata,
application/cea-2018+xml,application/cea-2018+xml,structureddata,
application/cellml+xml,application/cellml+xml,structureddata,
application/cfw,application/cfw,other,
application/cms,application/cms,other,
application/cnrp+xml,application/cnrp+xml,structureddata,
application/commonground,application/commonground,other,
application/conference-info+xml,application/conference-info+xml,structureddata,
application/cpl+xml,application/cpl+xml,structureddata,
application/csrattrs,application/csrattrs,other,
application/csta+xml,application/csta+xml,structureddata,
application/cstadata+xml,application/cstadata+xml,structureddata,
application/cu-seeme,application/cu-seeme,other,
application/cybercash,application/cybercash,other,
application/dash+xml,application/dash+xml,structureddata,
application/dashdelta,application/dashdelta,other,
application/davmount+xml,application/davmount+xml,structureddata,
application/dca-rft,application/dca-rft,other,
application/DCD,application/DCD,other,
application/dec-dx,application/dec-dx,other,
application/dialog-info+xml,application/dialog-info+xml,structureddata,
application/dicom,application/dicom,other,
application/dita+xml;format=concept,application/dita+xml;format=concept,structureddata,
application/dita+xml;format=map,application/dita+xml;format=map,structureddata,
application/dita+xml;format=task,application/dita+xml;format=task,structureddata,
application/dita+xml;format=topic,application/dita+xml;format=topic,structureddata,
application/dita+xml;format=val,application/dita+xml;format=val,structureddata,
application/dns,application/dns,other,
application/dskpp+xml,application/dskpp+xml,structureddata,
application/dssc+der,application/dssc+der,other,
application/dssc+xml,application/dssc+xml,structureddata,
application/dvcs,application/dvcs,other,
application/ecmascript,application/ecmascript,web,
application/edi-consent,application/edi-consent,other,
application/edi-x12,application/edi-x12,other,
application/edifact,application/edifact,other,
application/emma+xml,application/emma+xml,structureddata,
application/emotionml+xml,application/emotionml+xml,structureddata,
application/encaprtp,application/encaprtp,other,
application/epp+xml,application/epp+xml,structureddata,
application/epub+zip,application/epub+zip,bundle,
application/eshop,application/eshop,other,
application/example,application/example,other,
application/fastinfoset,application/fastinfoset,other,
application/fastsoap,application/fastsoap,other,
application/fdt+xml,application/fdt+xml,structureddata,
application/fits,application/fits,other,
application/font-sfnt,application/font-sfnt,other,
application/font-tdpfr,application/font-tdpfr,other,
application/font-woff,application/font-woff,other,
application/framework-attributes+xml,application/framework-attributes+xml,structureddata,
application/gzip,application/gzip,bundle,
application/h224,application/h224,other,
application/held+xml,application/held+xml,structureddata,
application/http,application/http,web,
application/hyperstudio,application/hyperstudio,other,
application/ibe-key-request+xml,application/ibe-key-request+xml,structureddata,
application/ibe-pkg-reply+xml,application/ibe-pkg-reply+xml,structureddata,
application/ibe-pp-data,application/ibe-pp-data,other,
application/iges,application/iges,other,
application/im-iscomposing+xml,application/im-iscomposing+xml,structureddata,
application/index,application/index,other,
application/index.cmd,application/index.cmd,program,
application/index.obj,application/index.obj,other,
application/index.response,application/index.response,other,
application/index.vnd,application/index.vnd,other,
application/inkml+xml,application/inkml+xml,structureddata,
application/iotp,application/iotp,other,
application/ipfix,application/ipfix,other,
application/ipp,application/ipp,other,
application/isup,application/isup,other,
application/its+xml,application/its+xml,structureddata,
application/java-serialized-object,application/java-serialized-object,other,
application/java-vm,application/java-vm,other,
application/javascript,application/javascript,web,
application/jrd+json,application/jrd+json,structureddata,
application/json-patch+json,application/json-patch+json,structureddata,
application/kpml-request+xml,application/kpml-request+xml,structureddata,
application/kpml-response+xml,application/kpml-response+xml,structureddata,
application/ld+json,application/ld+json,structureddata,
application/link-format,application/link-format,other,
application/load-control+xml,application/load-control+xml,structureddata,
application/lost+xml,application/lost+xml,structureddata,
application/lostsync+xml,application/lostsync+xml,structureddata,
application/mac-binhex40,application/mac-binhex40,other,
application/mac-compactpro,application/mac-compactpro,other,
application/macwriteii,application/macwriteii,other,
application/mads+xml,application/mads+xml,structureddata,
application/marc,application/marc,other,
application/marcxml+xml,application/marcxml+xml,structureddata,
application/mathematica,application/mathematica,other,
application/mathml+xml,application/mathml+xml,structureddata,
application/mbms-associated-procedure-description+xml,application/mbms-associated-procedure-description+xml,structureddata,
application/mbms-deregister+xml,application/mbms-deregister+xml,structureddata,
application/mbms-envelope+xml,application/mbms-envelope+xml,structureddata,
application/mbms-msk+xml,application/mbms-msk+xml,structureddata,
application/mbms-msk-response+xml,application/mbms-msk-response+xml,structureddata,
application/mbms-protection-description+xml,application/mbms-protection-description+xml,structureddata,
application/mbms-reception-report+xml,application/mbms-reception-report+xml,structureddata,
application/mbms-register+xml,application/mbms-register+xml,structureddata,
application/mbms-register-response+xml,application/mbms-register-response+xml,structureddata,
application/mbms-schedule+xml,application/mbms-schedule+xml,structureddata,
application/mbms-user-service-description+xml,application/mbms-user-service-description+xml,structureddata,
application/mbox,application/mbox,other,
application/mbox+xml,application/mbox+xml,structureddata,
application/media-policy-dataset+xml,application/media-policy-dataset+xml,structureddata,
application/media_control+xml,application/media_control+xml,structureddata,
application/mediaservercontrol+xml,application/mediaservercontrol+xml,structureddata,
application/merge-patch+json,application/merge-patch+json,structureddata,
application/metalink4+xml,application/metalink4+xml,structureddata,
application/mets+xml,application/mets+xml,structureddata,
application/mikey,application/mikey,other,
application/mods+xml,application/mods+xml,structureddata,
application/moss-keys,application/moss-keys,other,
application/moss-signature,application/moss-signature,other,
application/mosskey-data,application/mosskey-data,other,
application/mosskey-request,application/mosskey-request,other,
application/mp21,application/mp21,video,
application/mp4,application/mp4,video,
application/mpeg4-generic,application/mpeg4-generic,video,
application/mpeg4-iod,application/mpeg4-iod,video,
application/mpeg4-iod-xmt,application/mpeg4-iod-xmt,video,
application/mrb-consumer+xml,application/mrb-consumer+xml,structureddata,
application/mrb-publish+xml,application/mrb-publish+xml,structureddata,
application/msc-ivr+xml,application/msc-ivr+xml,structureddata,
application/msc-mixer+xml,application/msc-mixer+xml,structureddata,
application/msword2,application/msword2,document,
application/msword5,application/msword5,document,
application/mxf,application/mxf,other,
application/nasdata,application/nasdata,other,
application/news-checkgroups,application/news-checkgroups,other,
application/news-groupinfo,application/news-groupinfo,other,
application/news-transmission,application/news-transmission,other,
application/nlsml+xml,application/nlsml+xml,structureddata,
application/nss,application/nss,other,
application/ocsp-request,application/ocsp-request,other,
application/ocsp-response,application/ocsp-response,other,
application/oda,application/oda,other,
application/ODX,application/ODX,other,
application/oebps-package+xml,application/oebps-package+xml,structureddata,
application/onenote,application/onenote,document,
application/oscp-response,application/oscp-response,other,
application/oxps,application/oxps,other,
application/p2p-overlay+xml,application/p2p-overlay+xml,structureddata,
application/parityfec,application/parityfec,other,
application/patch-ops-error+xml,application/patch-ops-error+xml,structureddata,
application/PDX,application/PDX,other,
application/pgp-encrypted,application/pgp-encrypted,other,
application/pgp-keys,application/pgp-keys,other,
application/pgp-signature,application/pgp-signature,other,
application/pics-rules,application/pics-rules,other,
application/pidf+xml,application/pidf+xml,structureddata,
application/pidf-diff+xml,application/pidf-diff+xml,structureddata,
application/pkcs10,application/pkcs10,other,
application/pkcs7-mime,application/pkcs7-mime,other,
application/pkcs7-signature,application/pkcs7-signature,other,
application/pkcs8,application/pkcs8,other,
application/pkix-attr-cert,application/pkix-attr-cert,other,
application/pkix-cert,application/pkix-cert,other,
application/pkix-crl,application/pkix-crl,other,
application/pkix-pkipath,application/pkix-pkipath,other,
application/pkixcmp,application/pkixcmp,other,
application/pls+xml,application/pls+xml,structureddata,
application/poc-settings+xml,application/poc-settings+xml,structureddata,
application/provenance+xml,application/provenance+xml,structureddata,
application/prs.alvestrand.titrax-sheet,application/prs.alvestrand.titrax-sheet,other,
application/prs.cww,application/prs.cww,other,
application/prs.hpub+zip,application/prs.hpub+zip,bundle,
application/prs.nprend,application/prs.nprend,other,
application/prs.plucker,application/prs.plucker,other,
application/prs.rdf-xml-crypt,application/prs.rdf-xml-crypt,other,
application/prs.xsf+xml,application/prs.xsf+xml,structureddata,
application/pskc+xml,application/pskc+xml,structureddata,
application/qsig,application/qsig,other,
application/raptorfec,application/raptorfec,other,
application/rdf+xml,application/rdf+xml,structureddata,
application/reginfo+xml,application/reginfo+xml,structureddata,
application/relax-ng-compact-syntax,application/relax-ng-compact-syntax,other,
application/reputon+json,application/reputon+json,structureddata,
application/resource-lists+xml,application/resource-lists+xml,structureddata,
application/resource-lists-diff+xml,application/resource-lists-diff+xml,structureddata,
application/riscos,application/riscos,other,
application/rlmi+xml,application/rlmi+xml,structureddata,
application/rls-services+xml,application/rls-services+xml,structureddata,
application/rpki-ghostbusters,application/rpki-ghostbusters,other,
application/rpki-manifest,application/rpki-manifest,other,
application/rpki-roa,application/rpki-roa,other,
application/rpki-updown,application/rpki-updown,other,
application/rsd+xml,application/rsd+xml,structureddata,
application/rtploopback,application/rtploopback,other,
application/rtx,application/rtx,other,
application/samlassertion+xml,application/samlassertion+xml,structureddata,
application/samlmetadata+xml,application/samlmetadata+xml,structureddata,
application/sbml+xml,application/sbml+xml,structureddata,
application/scaip+xml,application/scaip+xml,structureddata,
application/scvp-cv-request,application/scvp-cv-request,other,
application/scvp-cv-response,application/scvp-cv-response,other,
application/scvp-vp-request,application/scvp-vp-request,other,
application/scvp-vp-response,application/scvp-vp-response,other,
application/sdp,application/sdp,other,
application/sep+xml,application/sep+xml,structureddata,
application/sep-exi,application/sep-exi,other,
application/session-info,application/session-info,other,
application/set-payment,application/set-payment,other,
application/set-payment-initiation,application/set-payment-initiation,other,
application/set-registration,application/set-registration,other,
application/set-registration-initiation,application/set-registration-initiation,other,
application/sgml-open-catalog,application/sgml-open-catalog,other,
application/shf+xml,application/shf+xml,structureddata,
application/sieve,application/sieve,other,
application/simple-filter+xml,application/simple-filter+xml,structureddata,
application/simple-message-summary,application/simple-message-summary,other,
application/simplesymbolcontainer,application/simplesymbolcontainer,other,
application/slate,application/slate,other,
application/sldworks,application/sldworks,other,
application/smil,application/smil,other,
application/smil+xml,application/smil+xml,structureddata,
application/smpte336m,application/smpte336m,other,
application/soap+fastinfoset,application/soap+fastinfoset,other,
application/soap+xml,application/soap+xml,structureddata,
application/sparql-query,application/sparql-query,other,
application/sparql-results+xml,application/sparql-results+xml,structureddata,
application/spirits-event+xml,application/spirits-event+xml,structureddata,
application/sql,application/sql,other,
application/srgs,application/srgs,other,
application/srgs+xml,application/srgs+xml,structureddata,
application/sru+xml,application/sru+xml,structureddata,
application/ssml+xml,application/ssml+xml,structureddata,
application/tamp-apex-update,application/tamp-apex-update,other,
application/tamp-apex-update-confirm,application/tamp-apex-update-confirm,other,
application/tamp-community-update,application/tamp-community-update,other,
application/tamp-community-update-confirm,application/tamp-community-update-confirm,other,
application/tamp-error,application/tamp-error,other,
application/tamp-sequence-adjust,application/tamp-sequence-adjust,other,
application/tamp-sequence-adjust-confirm,application/tamp-sequence-adjust-confirm,other,
application/tamp-status-query,application/tamp-status-query,other,
application/tamp-status-response,application/tamp-status-response,other,
application/tamp-update,application/tamp-update,other,
application/tamp-update-confirm,application/tamp-update-confirm,other,
application/tei+xml,application/tei+xml,structureddata,
application/thraud+xml,application/thraud+xml,structureddata,
application/timestamp-query,application/timestamp-query,other,
application/timestamp-reply,application/timestamp-reply,other,
application/timestamped-data,application/timestamped-data,other,
application/ttml+xml,application/ttml+xml,structureddata,
application/tve-trigger,application/tve-trigger,other,
application/ulpfec,application/ulpfec,other,
application/urc-grpsheet+xml,application/urc-grpsheet+xml,structureddata,
application/urc-ressheet+xml,application/urc-ressheet+xml,structureddata,
application/urc-targetdesc+xml,application/urc-targetdesc+xml,structureddata,
application/urc-uisocketdesc+xml,application/urc-uisocketdesc+xml,structureddata,
application/vcard+json,application/vcard+json,structureddata,
application/vcard+xml,application/vcard+xml,structureddata,
application/vemmi,application/vemmi,other,
application/vividence.scriptfile,application/vividence.scriptfile,other,
application/vnd-acucobol,application/vnd-acucobol,other,
application/vnd-curl,application/vnd-curl,program,
application/vnd-dart,application/vnd-dart,other,
application/vnd-dxr,application/vnd-dxr,other,
application/vnd-fdf,application/vnd-fdf,other,
application/vnd-mif,application/vnd-mif,other,
application/vnd-sema,application/vnd-sema,other,
application/vnd-wap-wmlc,application/vnd-wap-wmlc,other,
application/vnd.3gpp.bsf+xml,application/vnd.3gpp.bsf+xml,other,
application/vnd.3gpp.pic-bw-large,application/vnd.3gpp.pic-bw-large,other,
application/vnd.3gpp.pic-bw-small,application/vnd.3gpp.pic-bw-small,other,
application/vnd.3gpp.pic-bw-var,application/vnd.3gpp.pic-bw-var,other,
application/vnd.3gpp.sms,application/vnd.3gpp.sms,other,
application/vnd.3gpp2.bcmcsinfo+xml,application/vnd.3gpp2.bcmcsinfo+xml,structureddata,
application/vnd.3gpp2.sms,application/vnd.3gpp2.sms,other,
application/vnd.3gpp2.tcap,application/vnd.3gpp2.tcap,other,
application/vnd.3m.post-it-notes,application/vnd.3m.post-it-notes,other,
application/vnd.accpac.simply.aso,application/vnd.accpac.simply.aso,other,
application/vnd.accpac.simply.imp,application/vnd.accpac.simply.imp,other,
application/vnd.acucobol,application/vnd.acucobol,other,
application/vnd.acucorp,application/vnd.acucorp,other,
application/vnd.adobe.flash-movie,application/vnd.adobe.flash-movie,video,
application/vnd.adobe.formscentral.fcdt,application/vnd.adobe.formscentral.fcdt,other,
application/vnd.adobe.fxp,application/vnd.adobe.fxp,other,
application/vnd.adobe.partial-upload,application/vnd.adobe.partial-upload,other,
application/vnd.adobe.xfdf,application/vnd.adobe.xfdf,other,
application/vnd.aether.imp,application/vnd.aether.imp,other,
application/vnd.ah-barcode,application/vnd.ah-barcode,other,
application/vnd.ahead.space,application/vnd.ahead.space,other,
application/vnd.airzip.filesecure.azf,application/vnd.airzip.filesecure.azf,other,
application/vnd.airzip.filesecure.azs,application/vnd.airzip.filesecure.azs,other,
application/vnd.amazon.ebook,application/vnd.amazon.ebook,document,
application/vnd.americandynamics.acc,application/vnd.americandynamics.acc,other,
application/vnd.amiga.ami,application/vnd.amiga.ami,other,
application/vnd.amundsen.maze+xml,application/vnd.amundsen.maze+xml,structureddata,
application/vnd.anser-web-certificate-issue-initiation,application/vnd.anser-web-certificate-issue-initiation,other,
application/vnd.anser-web-funds-transfer-initiation,application/vnd.anser-web-funds-transfer-initiation,other,
application/vnd.antix.game-component,application/vnd.antix.game-component,other,
application/vnd.apache.thrift.binary,application/vnd.apache.thrift.binary,other,
application/vnd.api+json,application/vnd.api+json,structureddata,
application/vnd.apple.installer+xml,application/vnd.apple.installer+xml,structureddata,
application/vnd.apple.iwork,application/vnd.apple.iwork,document,
application/vnd.apple.mpegurl,application/vnd.apple.mpegurl,other,
application/vnd.arastra.swi,application/vnd.arastra.swi,other,
application/vnd.aristanetworks.swi,application/vnd.aristanetworks.swi,other,
application/vnd.artsquare,application/vnd.artsquare,other,
application/vnd.astraea-software.iota,application/vnd.astraea-software.iota,other,
application/vnd.audiograph,application/vnd.audiograph,other,
application/vnd.autopackage,application/vnd.autopackage,other,
application/vnd.avistar+xml,application/vnd.avistar+xml,structureddata,
application/vnd.balsamiq.bmml+xml,application/vnd.balsamiq.bmml+xml,structureddata,
application/vnd.bekitzur-stech+json,application/vnd.bekitzur-stech+json,structureddata,
application/vnd.blueice.multipass,application/vnd.blueice.multipass,other,
application/vnd.bluetooth.ep.oob,application/vnd.bluetooth.ep.oob,other,
application/vnd.bluetooth.le.oob,application/vnd.bluetooth.le.oob,other,
application/vnd.bmi,application/vnd.bmi,other,
application/vnd.businessobjects,application/vnd.businessobjects,other,
application/vnd.cab-jscript,application/vnd.cab-jscript,other,
application/vnd.canon-cpdl,application/vnd.canon-cpdl,other,
application/vnd.canon-lips,application/vnd.canon-lips,other,
application/vnd.cendio.thinlinc.clientconf,application/vnd.cendio.thinlinc.clientconf,other,
application/vnd.century-systems.tcp_stream,application/vnd.century-systems.tcp_stream,other,
application/vnd.chemdraw+xml,application/vnd.chemdraw+xml,structureddata,
application/vnd.chipnuts.karaoke-mmd,application/vnd.chipnuts.karaoke-mmd,other,
application/vnd.cinderella,application/vnd.cinderella,other,
application/vnd.cirpack.isdn-ext,application/vnd.cirpack.isdn-ext,other,
application/vnd.claymore,application/vnd.claymore,other,
application/vnd.cloanto.rp9,application/vnd.cloanto.rp9,other,
application/vnd.clonk.c4group,application/vnd.clonk.c4group,other,
application/vnd.cluetrust.cartomobile-config,application/vnd.cluetrust.cartomobile-config,other,
application/vnd.cluetrust.cartomobile-config-pkg,application/vnd.cluetrust.cartomobile-config-pkg,other,
application/vnd.collection+json,application/vnd.collection+json,structureddata,
application/vnd.collection.doc+json,application/vnd.collection.doc+json,structureddata,
application/vnd.collection.next+json,application/vnd.collection.next+json,structureddata,
application/vnd.commerce-battelle,application/vnd.commerce-battelle,other,
application/vnd.commonspace,application/vnd.commonspace,other,
application/vnd.contact.cmsg,application/vnd.contact.cmsg,other,
application/vnd.cosmocaller,application/vnd.cosmocaller,other,
application/vnd.crick.clicker,application/vnd.crick.clicker,other,
application/vnd.crick.clicker.keyboard,application/vnd.crick.clicker.keyboard,other,
application/vnd.crick.clicker.palette,application/vnd.crick.clicker.palette,other,
application/vnd.crick.clicker.template,application/vnd.crick.clicker.template,other,
application/vnd.crick.clicker.wordbank,application/vnd.crick.clicker.wordbank,other,
application/vnd.criticaltools.wbs+xml,application/vnd.criticaltools.wbs+xml,structureddata,
application/vnd.ctc-posml,application/vnd.ctc-posml,other,
application/vnd.ctct.ws+xml,application/vnd.ctct.ws+xml,structureddata,
application/vnd.cups-pdf,application/vnd.cups-pdf,document,
application/vnd.cups-postscript,application/vnd.cups-postscript,document,
application/vnd.cups-ppd,application/vnd.cups-ppd,other,
application/vnd.cups-raster,application/vnd.cups-raster,other,
application/vnd.cups-raw,application/vnd.cups-raw,other,
application/vnd.curl.car,application/vnd.curl.car,other,
application/vnd.curl.pcurl,application/vnd.curl.pcurl,other,
application/vnd.cyan.dean.root+xml,application/vnd.cyan.dean.root+xml,structureddata,
application/vnd.cybank,application/vnd.cybank,other,
application/vnd.data-vision.rdz,application/vnd.data-vision.rdz,other,
application/vnd.debian.binary-package,application/vnd.debian.binary-package,other,
application/vnd.dece-zip,application/vnd.dece-zip,bundle,
application/vnd.dece.data,application/vnd.dece.data,other,
application/vnd.dece.ttml+xml,application/vnd.dece.ttml+xml,structureddata,
application/vnd.dece.unspecified,application/vnd.dece.unspecified,other,
application/vnd.denovo.fcselayout-link,application/vnd.denovo.fcselayout-link,other,
application/vnd.desmume-movie,application/vnd.desmume-movie,video,
application/vnd.dir-bi.plate-dl-nosuffix,application/vnd.dir-bi.plate-dl-nosuffix,other,
application/vnd.dm.delegation+xml,application/vnd.dm.delegation+xml,structureddata,
application/vnd.dna,application/vnd.dna,other,
application/vnd.document+json,application/vnd.document+json,structureddata,
application/vnd.dolby.mlp,application/vnd.dolby.mlp,audio,
application/vnd.dolby.mobile.1,application/vnd.dolby.mobile.1,audio,
application/vnd.dolby.mobile.2,application/vnd.dolby.mobile.2,audio,
application/vnd.doremir.scorecloud-binary-document,application/vnd.doremir.scorecloud-binary-document,other,
application/vnd.dpgraph,application/vnd.dpgraph,other,
application/vnd.dreamfactory,application/vnd.dreamfactory,other,
application/vnd.dtg.local,application/vnd.dtg.local,other,
application/vnd.dtg.local.flash,application/vnd.dtg.local.flash,other,
application/vnd.dtg.local.html,application/vnd.dtg.local.html,other,
application/vnd.dvb.ait,application/vnd.dvb.ait,other,
application/vnd.dvb.dvbj,application/vnd.dvb.dvbj,other,
application/vnd.dvb.esgcontainer,application/vnd.dvb.esgcontainer,other,
application/vnd.dvb.ipdcdftnotifaccess,application/vnd.dvb.ipdcdftnotifaccess,other,
application/vnd.dvb.ipdcesgaccess,application/vnd.dvb.ipdcesgaccess,other,
application/vnd.dvb.ipdcesgaccess2,application/vnd.dvb.ipdcesgaccess2,other,
application/vnd.dvb.ipdcesgpdd,application/vnd.dvb.ipdcesgpdd,other,
application/vnd.dvb.ipdcroaming,application/vnd.dvb.ipdcroaming,other,
application/vnd.dvb.iptv.alfec-base,application/vnd.dvb.iptv.alfec-base,other,
application/vnd.dvb.iptv.alfec-enhancement,application/vnd.dvb.iptv.alfec-enhancement,other,
application/vnd.dvb.notif-aggregate-root+xml,application/vnd.dvb.notif-aggregate-root+xml,other,
application/vnd.dvb.notif-container+xml,application/vnd.dvb.notif-container+xml,structureddata,
application/vnd.dvb.notif-generic+xml,application/vnd.dvb.notif-generic+xml,structureddata,
application/vnd.dvb.notif-ia-msglist+xml,application/vnd.dvb.notif-ia-msglist+xml,structureddata,
application/vnd.dvb.notif-ia-registration-request+xml,application/vnd.dvb.notif-ia-registration-request+xml,structureddata,
application/vnd.dvb.notif-ia-registration-response+xml,application/vnd.dvb.notif-ia-registration-response+xml,structureddata,
application/vnd.dvb.notif-init+xml,application/vnd.dvb.notif-init+xml,structureddata,
application/vnd.dvb.pfr,application/vnd.dvb.pfr,other,
application/vnd.dvb_service,application/vnd.dvb_service,other,
application/vnd.dxr,application/vnd.dxr,other,
application/vnd.dynageo,application/vnd.dynageo,other,
application/vnd.dzr,application/vnd.dzr,other,
application/vnd.easykaraoke.cdgdownload,application/vnd.easykaraoke.cdgdownload,other,
application/vnd.ecdis-update,application/vnd.ecdis-update,other,
application/vnd.ecowin.chart,application/vnd.ecowin.chart,other,
application/vnd.ecowin.filerequest,application/vnd.ecowin.filerequest,other,
application/vnd.ecowin.fileupdate,application/vnd.ecowin.fileupdate,other,
application/vnd.ecowin.series,application/vnd.ecowin.series,other,
application/vnd.ecowin.seriesrequest,application/vnd.ecowin.seriesrequest,other,
application/vnd.ecowin.seriesupdate,application/vnd.ecowin.seriesupdate,other,
application/vnd.emclient.accessrequest+xml,application/vnd.emclient.accessrequest+xml,structureddata,
application/vnd.enliven,application/vnd.enliven,other,
application/vnd.eprints.data+xml,application/vnd.eprints.data+xml,structureddata,
application/vnd.epson.esf,application/vnd.epson.esf,other,
application/vnd.epson.msf,application/vnd.epson.msf,other,
application/vnd.epson.quickanime,application/vnd.epson.quickanime,other,
application/vnd.epson.salt,application/vnd.epson.salt,other,
application/vnd.epson.ssf,application/vnd.epson.ssf,other,
application/vnd.ericsson.quickcall,application/vnd.ericsson.quickcall,other,
application/vnd.eszigno3+xml,application/vnd.eszigno3+xml,structureddata,
application/vnd.etsi.aoc+xml,application/vnd.etsi.aoc+xml,structureddata,
application/vnd.etsi.asic-e+zip,application/vnd.etsi.asic-e+zip,bundle,
application/vnd.etsi.asic-s+zip,application/vnd.etsi.asic-s+zip,bundle,
application/vnd.etsi.cug+xml,application/vnd.etsi.cug+xml,structureddata,
application/vnd.etsi.iptvcommand+xml,application/vnd.etsi.iptvcommand+xml,structureddata,
application/vnd.etsi.iptvdiscovery+xml,application/vnd.etsi.iptvdiscovery+xml,structureddata,
application/vnd.etsi.iptvprofile+xml,application/vnd.etsi.iptvprofile+xml,structureddata,
application/vnd.etsi.iptvsad-bc+xml,application/vnd.etsi.iptvsad-bc+xml,structureddata,
application/vnd.etsi.iptvsad-cod+xml,application/vnd.etsi.iptvsad-cod+xml,structureddata,
application/vnd.etsi.iptvsad-npvr+xml,application/vnd.etsi.iptvsad-npvr+xml,structureddata,
application/vnd.etsi.iptvservice+xml,application/vnd.etsi.iptvservice+xml,structureddata,
application/vnd.etsi.iptvsync+xml,application/vnd.etsi.iptvsync+xml,structureddata,
application/vnd.etsi.iptvueprofile+xml,application/vnd.etsi.iptvueprofile+xml,structureddata,
application/vnd.etsi.mcid+xml,application/vnd.etsi.mcid+xml,structureddata,
application/vnd.etsi.mheg5,application/vnd.etsi.mheg5,video,
application/vnd.etsi.overload-control-policy-dataset+xml,application/vnd.etsi.overload-control-policy-dataset+xml,structureddata,
application/vnd.etsi.pstn+xml,application/vnd.etsi.pstn+xml,structureddata,
application/vnd.etsi.sci+xml,application/vnd.etsi.sci+xml,structureddata,
application/vnd.etsi.simservs+xml,application/vnd.etsi.simservs+xml,structureddata,
application/vnd.etsi.timestamp-token,application/vnd.etsi.timestamp-token,other,
application/vnd.etsi.tsl+xml,application/vnd.etsi.tsl+xml,structureddata,
application/vnd.etsi.tsl.der,application/vnd.etsi.tsl.der,other,
application/vnd.eudora.data,application/vnd.eudora.data,other,
application/vnd.ezpix-album,application/vnd.ezpix-album,other,
application/vnd.ezpix-package,application/vnd.ezpix-package,other,
application/vnd.f-secure.mobile,application/vnd.f-secure.mobile,other,
application/vnd.fdf,application/vnd.fdf,other,
application/vnd.fdsn.mseed,application/vnd.fdsn.mseed,other,
application/vnd.fdsn.seed,application/vnd.fdsn.seed,other,
application/vnd.ffsns,application/vnd.ffsns,other,
application/vnd.fints,application/vnd.fints,other,
application/vnd.flographit,application/vnd.flographit,other,
application/vnd.fluxtime.clip,application/vnd.fluxtime.clip,other,
application/vnd.font-fontforge-sfd,application/vnd.font-fontforge-sfd,other,
application/vnd.framemaker,application/vnd.framemaker,other,
application/vnd.frogans.fnc,application/vnd.frogans.fnc,other,
application/vnd.frogans.ltf,application/vnd.frogans.ltf,other,
application/vnd.fsc.weblaunch,application/vnd.fsc.weblaunch,other,
application/vnd.fujitsu.oasys,application/vnd.fujitsu.oasys,other,
application/vnd.fujitsu.oasys2,application/vnd.fujitsu.oasys2,other,
application/vnd.fujitsu.oasys3,application/vnd.fujitsu.oasys3,other,
application/vnd.fujitsu.oasysgp,application/vnd.fujitsu.oasysgp,other,
application/vnd.fujitsu.oasysprs,application/vnd.fujitsu.oasysprs,other,
application/vnd.fujixerox.art-ex,application/vnd.fujixerox.art-ex,other,
application/vnd.fujixerox.art4,application/vnd.fujixerox.art4,other,
application/vnd.fujixerox.ddd,application/vnd.fujixerox.ddd,other,
application/vnd.fujixerox.docuworks,application/vnd.fujixerox.docuworks,other,
application/vnd.fujixerox.docuworks.binder,application/vnd.fujixerox.docuworks.binder,other,
Alfresco Content Package,application/acp,other,
DITA,application/dita+xml,structureddata,
EPS Type PostScript,application/eps,other,
Adobe FrameMaker,application/framemaker,other,
